Restaurant,description
Fable,"Thank you yelp for helping me to find Fable!  I don't have enough good things to say about my meal here.  The others reviewers aren't kidding when they talk about how great this restaurant is.

I was a bit worried about getting a table, so I came early.  The hostess was extremely nice and got me seated right away.  My waitress was immediately fun, friendly and engaging - making the meal that much more enjoyable.  She had some great suggestions but was never pushy.

I wasn't going to have a cocktail, but my seat had a view of the bar, and the bartender looked like a man who knew what he was on about.  I ordered an Amaretto Sour made with Vancouver amaretto and bourbon - wow!  It was one of the best cocktails I've ever tasted. 

I saw a lot of reviews on the 'Canned Tuna' and had to give it a try.  I wasn't disappointed.  The combination of flavours in the mason jar was amazing, and went nicely on the toast crisps.  Great size too.

For my entree I had the gnocchi with onion, and it was honestly the best prepared gnocchi I've ever had in my life.  I wanted to lick the plate when I was done.  The gnocchi was seared nicely to add a little crisp, and the sous-vide onions were mouthwatering.

I don't usually get dessert, but when dinner was that good I really couldn't stop myself from ordering the S'mores.  Again in a mason jar, with seared marshmallows on top.  The chocolate ice cream in the middle created a nice temperature change that really added to the taste.  The bottom layer was a bit too chocolately for me, but I bet true chocoholics would go nuts for it.

I'll be coming back to Fable every chance I get!"
Fable,"Such a modern, yet cozy place. I ordered the smoked duck breast dish (medium-well), and it was the best duck dish I've ever had. It wasn't grainy nor chewy, no duck smell, either. All the ingredients in the dish went well together and was very flavorful and well-balanced all together. The only thing I thought was it could've been better if the duck was a little jucier & more moist. Overall, the service, food, and atmosphere were all amazing!"
Fable,"Love this place! A staple - must go if you're spending a day in Kitsilano; and a staple for locals too! I love that use local produce so their menu is seasonal. I haven't been for dinner yet but have been for lunch a handful of times and highly recommend! Their lunch menu is so tasty and affordable! My husband loves their Fable burger with the lot (cheddar, bacon and mushrooms), best burger he's had in Vancouver yet! (Big call I know) I on the other hand have tried something different on the menu every time, today I had the Crispy Rock fish with Thai Salad w sambal - very delicious! My only gripe was that they heaped the Thai salad on top of my crispy fish - which made my fish soggy  they also promised fries with the burger today, instead we got wedges (I'm not a big fan of wedges and I LOVE fries), but also don't mislead your customers?! Other than that - the servers were great and the atmosphere was pleasant, quiet and comfortable."
Fable,"First time at the restaurant last night, absolutely great food and service. Love the fresh ingredients and combinations of flavors yet still taste the hint of individual true taste. 
Would like to go back again and also try breakfast!"
Fable,"If I were reviewing the food only, I'd have given 3 stars. But the service was so exceptional that Fable earns 4 stars.

It was Dineout Vancouver, so there was fixed, 3-course menu. I got the squash salad - roasted acorn and spaghetti squash on greens w housemade ricotta - and my husband got the fried chickpea fritters w curry mayo. Both were okay, nothing earth shattering. I will say, though, the portions of all 3 courses were on the large end.

For main course I got the mushroom cavatelli. It had good flavor, but was so salty I couldn't eat it all. WAY too heavy handed w the salt. My husband got the paella, which was also good but so spicy - and we love spice - that it was also hard to finish. 

The desserts were both good, but we were pretty full by the time they got there we only had a little of each. My hubs had the lemon meringue - very tasty! - and I had this crumble rum cake topped w egg nog ice cream and mascarpone cream. Super rich, but delicious."
Fable,We always try to stop in when we're in town. Love the seasonal menu and fresh ingredients. Staff are friendly and attentive. Food is always great.
Fable,"From cocktails to dessert it was a superb experience.
Service was excellent and fun.
The sirloin with the pepper jam was amazing! Flavours paired perfectly. 
And highly recommend the Brown Butter Maple Cake."
Fable,"Excellent! Best breakfast in Kitsilano. They don't accept reservations, just walk in. We walked here today (Sunday) to try the brunch, based on reviews we saw on Yelp. Delicious, fresh, made in house black pepper jam,  hearty bread, unique breakfast presentation. We ordered the kids pancakes with apple butter, omelette (deconstructed flat egg crepe with bacon/mushroom/goat cheese/onion/salad on plate), scrambled eggs in a Mason jar with Parmesan foam, thick brioche, and a hashbrown cake square. Light and sparkling mimosa, fresh coffee, attentive but not overbearing service. They offered a coloring book and crayons for our daughter. The orange juice is fresh squeezed. Tasty jam. The restaurant and washroom were clean. On the weekend, get there as soon as they open because they fill up quickly."
Fable,"Fable is a five start experience par-exellence! When I first got in I was wondering about my experience but 
when on our way out  through the same door after our meal it was like I didn't want to leave. Everything was amazing. Very friendly crew. Very nice space. Everyone there looked relaxed, confident, and gave us great suggestion from the menu. 
We were 3 people and 2/babies and they made sure to give us a comfortable table and prepared a high chair before we arrived.  Also for such a quality it s very fairly priced. I'll be definitely back and I've been already telling my friends about it. Vancouver needs more fables!"
Fable,"As a man married to a pescitarian I am always challenged to find a charming restaurant that serves amazing fish. Believe me, this isn't an easy activity. In combing through Vancouver's list of restaurants my wife and I came across a short list of restaurants that advertised Salmon as one of their main dishes.

Fable was the one that stood out among the rest and after nearly 2 hours of deliberation. (no joke) we chose Fable as the one restaurant we would choose. It was the simple preparation and the choice not to over season the fish with too many ingredients that made us choose this establishment over any other. 

We made a reservation, which is a must, but arrived just after the selected time. The hostess was nice and didn't even mention that we were late. She sat us right away. 

The environment was loud and boisterous, non-conducive to normal conversation. the decor was very farm-meets-wholefoods. The waiter was quick and very keen on caring for my wife's needs and specific menu requirements. My daughter and I ordered Tomato soup and Poutine. 

We didn't wait long for our food which arrived steaming hot and full of flavor. The tomato soup was mouth watering. The acid of the tomatoes were evenly balanced by the cream and the basil. The salmon was steamed and my wife was so taken by the flavor that she ordered a second helping. 

The restaurant is a must while visiting this beautiful city. All the food is local farm to table, so the menu changes constantly. Additionally, I would highly suggest to make a reservation early in the day or even the day before.

http://www.tripadvisor.com/ShowUserReviews-g154943-d3190288-r299934090-Fable-Vancouver_British_Columbia.html#"
Fable,"We tried 6 dishes and all were surprisedly perfect! My favorite was the meat ball and the canned tuna. We also find a interesting thing in their chef team...They looks so like a super hero team LOL. One looks like a doctor(white curl hair and glasses) who are super genius and takes care with all kinds of invention and weapons. One looks young, funny and fast like the Flash. The one who were doing the dish decoration looks like the Captain and Superman, who's handsome and powerful. One asian guy (always an asian walk-on!) finally some one from the inside kitchen like Iron man, rich, wise and powerful"
Fable,"I've been here twice for dinner and would rate this place 5/5, the problem is I've been here twice for brunch and my friends are not punctual. 

The good: Dinner was good, fresh food, good service. 

The bad: .... sigh... They have a draconian application of the'Seat only when table arrives' policy, and both times I've been there, the place was not full, the first time it was empty, and since I didn't have a choice on my non-punctual friends, the host  had me stand in the narrow entryway like a bad kid in grade school while I could have sat on a table for the whole time I waited. Both times this happened and they had enough tables, and I didn't mind to give up my table if they needed it, but no. So after that, the brunch was not good, and the crappy treatment might of been part of why."
Fable,"This place is amazing. 

The tuna starter and meatball will blow your mind! The steak is always a must and so is the duck. 

Seriously, you've just gotta go try it and you'll be sold for life!"
Fable,"We came for brunch on Saturday without a reservation and were sat immediately, which was wonderful! The food was delicious. We got the meatball skillet and the scrambled eggs. 

The reason why this isn't a 5 star review is because of our waitress. I have honestly never been made so uncomfortable by asking to sub for a different kind of cheese. I couldn't help but laugh and the table next to us were talking about how horrible she was. We talked about it for the rest of the day! Other than that, highly recommend for the food. 

Also, we were from the states so the fact that they accepted all major credit cards was a huge plus!"
Fable,"This was another completely extemporaneous decision after a full day of medical training conferences. 
High ratings and being billed as Canadian Farm to Table attracted us to give it a try.
From the sidewalk entry you are met with energetic activity from the very visible kitchen and eating bar on your left, crowding the entry and your walk to the dining room are culinary smells and excessive but happy noises of eating and talking and laughter.
The staff were exceptional. So very busy. So very team tasked in every phase of dining. 
Ordering was fun and informative. 
The food was extremely good. Flavor profiles I had never experienced and textures that complimented and surprised.
Extremely pleased with the food and the crew! 
So good that even though I was not able to carry on a conversation with my wife without raising my voice this place gets ALL 5 stars. 
I honestly think I may have had a hard time giving only 4 stars if we would have had to resort to writing notes.
You will not be disappointed!"
Fable,"We came all the way from Port Coquitlam as we had heard such good things.  Perhaps it was just a bad night in the kitchen? Luckily we arrived prior to the table of 16.  Water was served immediately but our fabletini's arrived very late, after our first appy was 1/2 finished.  The Fabletini was delicious and not sweet.  I don't know if restaurant has a dedicated bar tender as I saw her also bringing food to the tables, perhaps this is why it took so long to get our drinks.  Our first appy, canned tuna, was OK but nothing to write home about.  The bread that it came with actually had more taste.  The second appy came from the daily specials and was 4 deepfried oysters with tartar sauce $5 each:  This was excellent.  I ordered the BC Halibut which I believe came with short ribs.  The Halibut was overcooked and very dry.  The risotto with peas was more peas than risotto and it was swimming in ""water"", not at all like pictures I've seen with a brown sauce, you would need a spoon to eat it as it was more like a soup.  I've never had such bad risotto.  The unidentifiable meat was hard, dried out and chewy. I make very moist, falling apart short ribs which these small ( very small) chunks were not! I have to laugh as the meat actually looked like ""hard turds"" in the bowl.  I exchanged my meal with my husband as I wouldn't have been able to finish it as it was unappetizing and lacking in seasoning, needed salt or something.  The other meal was off the specials list which was a ragu with rabbit, beef and another meat.  The  pasta with the ragu was supposed to be a rigatoni but my husband substituted for another pasta.  The ragu was tasty but the pasta was overcooked. The ragu was a much better option though then Fables take on surf 'N turf.  Dessert was Lemon Meringue parfait which was tasty, sweet and tart.  I ordered a Montecristo coffee which was well made but the restaurant doesn't have whipping cream so I had to have coffee cream in it.  I would bring my own wine and pay a corkage fee. The wine that I ordered, Sage Hill Pinot Gris was not available.  The restaurant was not full as there were empty tables and the bar emptied out about 8:30.  They do tell you that you have 2 hours to complete your meal when making a reservation."
Fable,"I went here for a weekday dinner with a bunch of friends. We ordered a plate of Charcuterie (special of the day for $20ish) and their signature Spaghetti and Meatball ($11) while I ordered the Gnocchi and Squash with Pulled Pork ($21 + $5). 

Their Charcuterie was decent but nothing special, I would just skip this if I come here again. Their signature spaghetti and meatball is really unique and delicious though, the best dish of the night for me. It was not served in tomato sauce but instead in cream-based, tangy sauce. The meatball itself was made of duck meat and was very tender and juicy. As for my Gnocchi and Squash, while the gnocchi was one of the best I ate, very pillowy, there was way too much gnocchi for me and not enough pulled pork. 

The service was fast, friendly and efficient as expected from a place like this."
Fable,"Love absolutely everything about this place. Its small and popular though, so getting a table can be a challenge. This is where people who love food come."
Fable,Love Fable for brunch! Haven't tried it yet for lunch or dinner but plan to. Sat at the bar this time around & it was an amazing experience to watch the well oiled machine operation of the kitchen! Can't wait to go back!
Fable,"I have been here a few times and were never disappointed.  Everything you order will be above decent, but I have not found a dish that has WOW me that I must return to have it again and again.  The service is always amazing as well."
Fable,"A medley of subtle flavors that delight the palette  i like the creativity that they put in crafting the dishes. From the first bite til the last spoonful I always felt satisfied with what I was eating.

Highlights were the halibut jaw (we got 3 orders) with the lettuce,kimchi,onion wrap - the fish was so tender and the skin so crispy - delicious!
And the 72 hour sous vide beef rump seared quickly in duckfat - yummy!"
Fable,"Lovely farm to table restaurant. Innovative approach to familiar comfort foods. Wish the place was a bit larger and quieter, but food and service are great."
Fable,"This place was a delightful surprise. The menu is not extensive, but everyone in our group of 4 seemed happy with their dish. I had the grilled cheese with pulled pork and it was delicious but really messy. Just dripped grease everywhere. It could have been more thoroughly toasted (bread was barely tan, and only in some places), but it was very satisfying. The crispy potato skins were so crispy that they were almost burned. Just right by me. My husband got the pasta with chorizo and it was amazingly good. I would have been happy with it, and I usually hate getting just a bowl of pasta because so many end up boring. This was not, and it was delicious. The Parmesan foam sounded froofy but was just perfect mixed in. 

All in all, I would recommend this place. It's very cute and even the kind of boring sounding stuff was yummy."
Fable,"Get your comfort food at Fable!

Grilled Cheese pulled pork and Veggie Pasta are both mouth watering....
No one can say that Cheese and Pork don't go together, because this combo was delicious.

This is another example of why West 4th is a great place to eat and shop!"
Fable,"As a self-professed Top Chef fan (including the Canadian edition), I had to make a visit to Season 2 runner-up Trevor Bird's new restaurant- Fable. For those of you who watched the show, you'll know that Trevor came up with the name for the team's farm-to-table concept in the ""Restaurant Wars"" episode. After the show, he took the vision and evolved it into his very own restaurant in Vancouver. Trevor is joined by his fellow contestant Curtis Luk, who is well-remembered for delivering killer desserts on the show!

Bread is not complimentary here but we were craving some, so we ordered a loaf of their house-baked rosemary focaccia ($4). The bread was delicious, but not really worth $4 in my opinion. 

First appetizer was a halibut ""Brandade"" ($10) with chilled tomato, basil. I liked the bright acidity of the tomatoes, but overall this was probably my least favourite appetizer of the night. 

On the other hand, I really enjoyed these chickpea fritters ($9), topped with pickled red onions, shoots and curry mayo. The spices in the fritters were yummy, especially when combined with the curry mayo. The toppings were bright and added a great textural contrast! 

We also ordered the daily special appetizer- salmon tartare ($12). This was another winner! The tartare was amazingly creamy and the flavours were really well-balanced. One small complaint- we could've used a couple more pieces of toasted baguette to accompany the tartare.

Upon skimming the menu, we were immediately interested in the duck breast ($24), served medium rare atop a bed of scallion perogie, fiddle heads and cauliflower. Hands down, this was one of the best duck preparation I've ever had- sweet, savoury and spicy all at once! The duck was unbelievably tender and that seared, fatty crust was to die for! 

In comparison, our other choice of entrée- potato crusted chicken ($19)- was not as impressive. The potato crust was an interesting concept but the chicken wasn't as tender as I'd like it to be. 

For dessert, our server recommended their daily sweet bites ($10), which includes dulce de leche macarons, shortbread topped with chocolate and caramel, and a mini blackberry Pavlova. I couldn't decide which one was my favourite as they were all fabulous! The macaron was delectably creamy, the shortbread cookie was luxuriously rich, and the Pavlova was as light as air! I couldn't end the meal on a happier note!

On the whole, I thought the meal was fantastic. Standouts include chickpea fritters, the duck breast (best I've ever had, no kidding!), and that awesome dessert plate!"
Fable,Smoked duck breast and gnocchi with pea puree were all great tastes! Overal ambiance and service quality are satisfying. Cheese cake with goat cheese tastes great and probably the best option among deserts list.
Fable,"Extraordinary food, pleasant atmosphere. Every dish we've ordered was very flavorful and delicious. Mushroom pasta was a big hit. Broccolini that came as a side with my husbands salmon were incredible as well. Seriously, I could eat a serving of those as an entree and be happy with my meal."
Fable,"Rare that a 4-star lives up to its name.  And not as if they needed ANOTHER review ;)

Food itself is exceptional: ordered the Duck Confit with Kale, and thought how can this taste so good with this rubbery veggie lol.  But they were clever with adding some nicely-done duck skin crunchy bits, and small potatoes, that really gave it that extra punch.  Meat very tender, and lots of it.  Highly recommended.

Otherwise, I was tempted by the burgers, but were sold out that day for lunch, a bit odd.

Anyways, service was good, and while I'd say it's date material, not for the romantic 1st date. 

Nicely decorated though.

With this locale, expect the higher prices for better quality & ambience.  Good for business meeting for 2. 

Amex good ;)

Washrooms nice and spacious, goes with the decor."
Fable,"This review is for Brunch, which I had the pleasure of enjoying there recently.  A group of us attended and were served their group menu, which included the following: 

1. Scrambled Eggs: The best I've ever eaten. When I think of scrambled eggs for breakfast or brunch, I think boring, buffet-style food that the restaurant is trying to pass off in an effort to include eggs on the menu at minimal effort.  Boy, was I surprised at Fable.  The eggs were creamy almost, with a delicate parmesan foam on top and served in cute little individual mason jars.  I loved this concept for a group menu!  Also on the plate was an arugula/spinach salad and a side of 'rosti', which is a fried potato cake topped with a dollop of chive cream.  These were delicious and I could've easily had several of them.

2. French Toast: Normally, I'm not a fan of French toast, so I reluctantly accepted a piece on my plate, and actually left it until last to eat.  I won't be doing this again!  It was topped with a blueberry preserve-type topping and mascarpone cheese, which was a welcome addition and very different from anything I've had before.  It wasn't too sweet, which is usually why I avoid French toast in the first place.

3. Eggs Benedict: We were served an assortment of bennys to choose from, and I split the halibut brandade and the spinach bennys with a friend.  The hollandaise was made with olive oil, which I really enjoyed - and despite being in a large group, the eggs were all cooked to my liking with perfectly runny yolks. 

4. House Toast: No comment on this, as I was too full to have a piece.  

The group menu for 18 people cost $17.75 for 18 people which included everything above as well as the tax & tip.  It seemed a little pricey at first, but after eating everything, I have to say that I thought it was well worth the price we paid.  You certainly won't get this quality and assortment for less anywhere else (that I'm aware of).

I am looking forward to my next meal at Fable in the not-too-distant future."
Fable,"[Storybook Dinner]

 Fable has been at the top of my to-do list for the longest time and I finally had an excuse to go. Getting a reservation for this place isn't easy so I took a gamble on a Monday night - it was still packed.

Once seated, I perused the menu and decided to start with the Duck Basket. This was a seasonal item and included various parts of a duck (including the gizzard) fried and marinated to perfection. It was delicious. For my main, I decided on the Halibut. I appreciate that all their items are sourced locally and it shows in the freshness of the fish. However, the fish itself was overcooked and a tad dry - not what I was expecting from Fable. Disappointed, I decided to sample my +1's Steak Frites. Boy, did I ever order the wrong dish. These finger-shaped morsels of bovine were wonderfully cooked and every bite was a flavor explosion. Dee-lish! Fortunately, portion sizes here are reasonable so even a big eater like myself didn't have to succumb to a Mickie-D's run on the way home. I felt given the quality and portion size, it's average value-wise.

I absolutely love the ambience. It looked like the love child of a chic yaletown restaurant and old Macdonald's barn. The noise level is higher than your average restaurant but adds to the ambience. Service is also excellent - our waitress was bubbly and helpful. 
Would I be back? Possibly for a special occasion but not for your everyday Monday night dinner."
Fable,"Small plates, west coast cuisine. 

Environment: tables close together, loud, crowded.
Service: good but could be more attentive. I sat there all night with one water refill. And water is important because the food is very salty. Sorry that I don't order alcohol- don't mistake that for being cheap. Your food is just too salty! 
Food: limited selection because they make what is in season. It is too salty. But it is really good. And filling. I ordered the duck breast and my partner had the steak. Forgot what we had for appetizer. But you can tell the difference in the proteins- it is really tender and juicy. For dessert we shared the smores. Too sweet. 
Reservations: recommended. They get really busy.

Overall.... if you really want to sell the 'farm to table' approach, why not try to let people taste what 'real food' tastes like without all the salt and sugar? I felt like my taste buds were going through highs and lows (extremely salty and then extremely sweet). Isn't it important to know how good the food is without covering it in salt? I would come back on a quiet weeknight. However, there are a lot of comparable restaurants nearby. Fable is not bad, but wasn't especially memorable with how common west coast tapas restaurants are now. The crowd is also very yuppie. (It's in Kits after all).

Next time I will bring my own water. Because... too salty!!! :0"
Fable,"Came here with my partner and we both thoroughly enjoyed our experience! We attempted to book a reservation for 7pm on a Monday two days before, but their 6:30, 7:00, and 7:30 spots were already full. The place was packed for a Monday evening so I would definitely recommend booking a reservation several days in advance. We got a table for 8pm, and as we arrived a bit early, we decided to have a couple drinks at the bar. I had the Kiss from a Rose which was sweet and delicious. The rose syrup flavour really came through. My partner had a mezcal based drink, and while I am not the biggest mezcal fan, he assured me that the drink was top notch. Cocktails were about $9 and $12 respectively, so not terrible.

As they had given us menus while we waited at the bar, we were able to order our food right away. We got our meals in about 25-30 minutes which I thought was prompt given how busy the place was. Service was also great - everyone working there was friendly and pleasant and made sure our water glasses were always full. I ordered a glass of the rose to go with dinner, and my partner had an Okanagan white. Having come here for lunch once before, we had to once again get the canned tuna to start with because it does live up to the hype. So worth it.

For dinner, my partner had the gnocchi with the pulled pork add on, and wow these were some of the best gnocchi I've ever had. Double the size of your standard store bought gnocchi, it was like biting into a pillowy soft cloud of potato goodness. They were also very generous with the pulled pork, which was a welcome addition. I ordered the smoked duck breast with brown butter hollandaise, walnuts and brussel sprouts. I tasted some of the hollandaise first and I'm pretty sure my eyes closed and I let out a little moan of happiness - oh my god it was so good, such a simple idea but added so much to the dish! Everything else was great too. My duck was cooked perfectly, and I appreciated the parsnip chips on top to give each bite some texture. Our dishes were around $28, so it's a little on the pricey side, but it's a good place to come celebrate a special occasion.

We didn't order the desserts because they didn't seem particularly appetizing to me, but then the table next to us got the meringue and the smores dessert. I had instant regrets when I saw how good they looked. So get a dessert if you're going to go.

I can't complain, so five stars it is!"
Fable,"Was there for a Birthday dinner,15 people.
Food was delicious,our waiter was a funny,very attentive,the only thing I didn't like was a set menu with no option,for example..I hate tomato soup and it was our first course.we only had option on our main dish,I ordered steak and i was shocked,there was 3 or 4 small slices of steak with veggies and 2 little very yummy potatoes.
I generally don't like set menu,I know some restaurants force that to big parties but I think it's crap.
$50 was a little too much for what i got but again food was delicious.
Oh ya and family style dessert ‍"
Fable,"I don't often say ""that was an awesome meal"" so to be able to say this about my recent visit to Fable deserves a 5 star rating.

Had lunch here on a Friday; it was quite busy for a weekday, but it is in Kits and gets lots of foot traffic.  We were lucky enough to to snag the last of the daily specials, so we had this and the grilled cheese.

Daily special - Open faced bacon sandwich: this was so good! Crispy thick back on top of toast with home made onion jam and topped with a fried egg - what's not to love. 

Grilled cheese with pulled pork - now I am not one that usually adds extras on a classic grilled cheese (except lobster or bacon) but his was damn good too! Not too heavy and just the right balance of smoked cheddar and hearty pulled pork. So awesome.

Accompany that with the daily special Italian wine for $6 and very friendly and attentive service, and it was a great day to start my Friday.

Next time, I am saving room for dessert!"
Fable,"I cannot say enough good things about Fable. Their menu, food, service and ambience is all outstanding. My wife and I have had an amazing experience at Fable every time we have been there. Want some of the best cuisine in Vancouver?...go to Fable on 4th!"
Fable,Amazing food.My boyfriend and I came here the other night for the four course dine around Vancouver meal. My boyfriend and I are pretty big foodies and it takes a lot to impress him. We were both wowed by every dish from the Appis to the dessert. It isn't too often you find a restaurant with such care and quality going into every dish. Our server was awesome and very knowledgeable on wine pairings and was a joy to talk to. I think his name was Claude?  It was a great experience and I can't wait to go back.
Fable,"We went to Fable solely based on seeing a few good reviews in Yelp.   Just visiting from out of town and it was the S'mores dessert that got us in the door....but then it was the amazing experience that brought us back 2 days later to try brunch. 

1. If you have the chance - sit at the bar!  This was incredible.  It was like sitting at the Chef's table.  We got to talk with the Chef and all of the prep cooks.  We got to see how everything is put together.  Almost like being on the set of a cooking show.  

2. The food is beyond good.  We tried the smoked duck breast and the gnocchi with onion & pulled pork as our entrees.   We also had the Spaghetti & Meatball for the appetizer.   Everything was SO well put together.  The duck was perfect and just absolutely delicious.  The sweetness of the Onion really came out in the gnocchi.  The spaghetti and duck meatball appetizer was delicious with an amazing parmesan foam.   For brunch we had the Benedicts with Olive Oil Hollandaise; and the Scrambled Eggs: Fable brioche, potato.   Also, the Big Brunch Caesar was delicious - and the bacon was possibly the best I've ever had.   I almost forgot the dessert that got us in the door in the first place - the deconstructed S'more served in a jar with homemade marshmallow that was charred on the top.  It was worth every calorie! 

3. The presentation of the food was really nice.  It wasn't over the top and too fancy / pretentious...but just presented really well. 

4. The staff was so friendly.  We had a blast sitting at the bar and talking with everyone.  The head chef came out and talked with us...and actually served us our entrees.   

Overall, we had 2 amazing meals there during our trip to Vancouver.  I know I will recommend it to anyone I know that is coming to Vancouver or lives there.  I'm so glad that we stumbled upon it...and I guess I have Yelp to thank for it."
Fable,"I had the Mac and cheese and chickpea fritters  Mac and cheese- Is a baked Mac and cheese topped with goat cheese, you can add bacon for an extra $4.  Chickpea fritters- has city mayo, pickled red onions, pea shoots. Really suggest trying the Mac and cheese! Service was amazing, atmosphere was very nice, coffee was okay but food was great."
Fable,"The reason why I picked this place to try coz I saw Top chef Canada and know about Trevor Bird.

I did view the menu online and find the food selections are limited and not attractive. 

My gal friend eats like a bird, therefore, we shared everything that we ordered:

Duck Meat ball in Fettuccine - Creative starter!!  The meat ball was tasty and tender but the fettuccine was bit blend....  
Flat Iron Steak - Steak was cooked perfectly.
Sable Fish - It was SO delicious and smooth.
Opera Torte - Hazelnut and chocolate cake was good and espresso ice cream tasted excellent.

I would say this is great place for casual dinner with such reasonable price."
Fable,"Went for Dinner and here's my review.

The décor
Warm, inviting and decent. 

The service
Our server was friendly and talkative about the weather, not so much the food. 

The Food
The duck was very salty and rich...not a fan of small cast iron skillet. It's tough to slice through the meat that I requested to be plated it separately. The octopus salad was very good.  

Price wise, not to expensive and not cheap."
Fable,"One of my all time favourite places to dine. Always fresh and local ingredients. Innovative menu and the nicest guys who own the restaurant! Can't go wrong with brunch, lunch or dinner options."
Fable,"Wanted to have a Canadian breakfast. Locals recommended a few places and decided to stop here. Food was good, very rich, sweet, and flavorful. A little too sweet for my liking but nonetheless still tasty. I loved the different ingredient pairings. I ordered the braised pork flat cakes, ham Benedict, and eggs. All very tasty. The restaurant had such a great atmosphere, really enjoyed the decor. Very intimate setting, love the fresh ingredients and farm to table here!"
Fable,"Fable was the most enchanting restaurant experience I've ever had.

We were sat at the bar but with the open
Concept kitchen, it ended up being the highlight of our night. The food was so well prepared in front of our eyes. The chefs eye for detail on the presentation was
Pristine. 

Watching the care put into each meal started my love for small business and changed my outlook on how going out for dinner should leave you feeling"
Fable,"A solid 3.5 stars. We came here for my sweetie's birthday. Fable is a farm to table restaurant that caters to a more yuppy crowd. The place was very busy, would highly recommend making resos ahead of time. We called one week in advance and let them know that it was for a birthday occasion.

We started off with the duck basket appetizer and had the ling cod and smoked duck breast as entrees.

Duck basket appetizer consists of many random parts of the duck that many people may not typically eat, such as the gizzards, neck and wings. The sauce tasted A LOT like sweet and sour pork. It was good, but not exactly what we were expecting

Ling cod was cooked well with a delicate fluffy texture, and the accompanying veggies were delicious.

Smoked duck breast was very good. The presentation and taste was appealing. But the amount of sauce was a bit overwhelming. 

Overall, we enjoyed the food but the service was average, likely due to the filled capacity of the restaurant."
Fable,"Fable has a seasonal menu (which ties in with that farm to table concept) so while my boyfriend went with their butcher's cut special, I went for their lamb and cod option. And then we decided to try their cornbread (which they offered instead of a traditional bread basket). I'm happy to report that I was pleasantly surprised when the food arrived.

Cornbread - The best cornbread I've ever had. When I think of cornbread I think of something that's dense and possibly dry. However, this cornbread was moist and full of corn flavor. It was served with honey butter which I was tempted to just eat without any bread.

Lamb & Cod - The lamb was incredibly tender and delicious. However, I wasn't a fan of the lamb and cod combination. The two flavors and textures just didn't work together. The star of the dish for me though was the tomato stew base underneath the proteins. It was so flavorful and rich that it helped blend all the components together. And with every bite you get a punch of cumin to the face with their dukkah (a mix of herbs and spices).

In summary, this restaurant was a nice surprise. A lot of places use these key phrases like farm-to-table to try to market themselves as some kind of revolutionary one-of-a-kind restaurant. However, Fable actually stepped up the plate and delivered. I definitely recommend coming here because it's got a unique menu that has something for everyone.

For my full review of Fable and other restaurants visit: http://cassiexiong.com/2016/05/31/fable/"
Fable,"Finally had a chance to try dinner here since all I've had was the epic brunch. It was just as good, if not better!

The service was awesome as always. They must have a really stringent hiring process because everyone I've encountered working here has been really friendly and approachable. No snoody attitude here!

The food...oh the food...*dies*. 

- The corn bread was amazing. I could eat this all day, every day. They make it so well here. The paprika butter was completely unnecessary. These glorious slices of heaven were delicious without anything on it. Nom non nom nom nom. Pardon me as I make love to your gritty pillows of heaven. Did I go too far? Not nearly enough.

- The chicharrón was heavenly. I love pork rind. I usually buy a pack and give it a splash of tabasco. Here, they dusted it with tomato powder (or is it crack? I think it's crack...) and have a side dip of corn custard. WHO CAME UP WITH THIS HERE?!?! It's amazing! 

- The citrus ginger soda was delicious. It tastes almost identical to the one served at Vij's but who cares...it's refreshing, light and non-alcoholic. 

- The entrees were all delicious. Our table went silent and we heard the crickets nearby because no one was talking and all we could hear around our table were foodgasms left and right. 


SIDENOTE: I know I've thrown the word ""amazing"" around throughout this review, but it's really that good. I haven't had a bad meal here all three times. I'd happily recommend it to anyone because it's a hip, laid back, funky, and delectable place to eat. No pretentiousness, no attitude, just roll up your sleeves, kick back and relax type of place - love it. 

I should also add the price point isn't terrible. For two people including 1 alcoholic bevvie, 1 appetizer and 2 entrees, it came out to $75 or so with taxes in. That's not too bad for Kits and it sure as hell is a steal when you also take into consideration the excellent service, amazing food and the nice atmosphere."
Fable,"Honestly, this is one of the best diners in town. The only reason why I didn't give this place a 5 star is because of the wait time and the fact they don't do reservations. We went there around brunch and had to wait around 40 minutes. When we were seated, the servers were friendly and the food was A++. If you come here, you have to try their eggs benedict. Instead of english muffins as their base, they use buttery scones so the knife slides right through them and it gives it a chewy texture. Honestly, this place has phenomenal eggs benedicts. Best I have ever had in Vancouver. It might be even better than Yolks!"
Fable,"One of those places I know I need to come back to! Abby S and I had a lunch meeting here, and I can't wait to come back just for funsies!

The staff were super friendly and seated us quickly, letting us know the specials right off the bat (and repeating the for us a few times too. 

I had their breakfast sandwich, which had tomato jam (WHAT EVEN IS THIS AND HOW CAN I CONSUME MORE), black pepper jam (see previous parentheses), egg, and a housemade sausage patty. The sausage was a tiny bit pinker than I usually like so my hypochondriac side may have freaked out a little (needlessly, I was fine, other than being SUPER FULL). The potato hash brown type this was STUPID good - I want eight hundred more of them! It's served with some kind of delicious chive cream and I am seriously craving it right now. The salad was also brilliant - well dressed and not just a heap of boring leaves - there was STUFF in it! 

Great atmosphere, great staff, terrific food. Can't wait to return!"
