Restaurant,description
Fable,we went fable first time last night and excellent experience waitstaff attentive and friendly and food incredible my boyfriend had free form lasagna and said best meal his life felt similar about my onion gnocchi with chuck gnocchi fluffy melted in my mouth we had milk bun with orange black pepper butter start which delicious unique and steal only we will definitely going back second edit i ve been back time since consistently incredible food and service best meal i ve ever had recommend gnocchi salmon duck breast chickpea fritter and whatever bread day available it s always fantastic
Fable,service food and wine fantastic small place but staff passionate about menu which make must visit
Fable,dissapointed with fable maybe because heard many good thing about and had high expectation we went there brunch remembrance day long weekend wait about half hour cool ambiance nice decor but we weren t happy with service first server not familiar with menu not know what menu ingredient not even know steak and egg come with two egg one egg had go back kitchen and ask our question finally ended up sending one guy from kitchen our table answer our question starting with coffee we ordered americano and regular coffee i m not sure americano really americano coffee wasn t hot enough we ordered fable egg and scrambled egg food ok nothing special too tasty scramble and spinach and lardons served in mason jar which made hard eat like when restaurant try creative and unique but think it s important practical time mason jar idea reminded story fox and stork http www story net in fox and stork moral story html m we also ordered side rosti and asked server chive cream side instead top rosti dietary reason but came with creme top anyway food mediocre nothing really special think fable one those restaurant base their reputation farm table philosophy rather than focusing taste food and quality service said would go back there dinner before making my final judgement
Fable,stop stop scrolling through review stop flipping through tip and highlight give your full attention second folk even you not read rest review take tidbit heart and carry lemon meringue parfait order dessert my spirit animal mythically fabulous concoction fantastic feasting unicorn dessert and it s f king fantastic now not many dish make cuss but combination meringue tarragon icecream and lemon goodness one those dessert good you realize half way through you ve been unintentionally making fairly inappropriate sound whilst eating would like giant version could diva von tease heck out giant martini glass damned and dare say little number just hopped into my top spot dessert in city yes even beating out pidgin s fried chocolate fabulousness and acorn s dark chocolate cherry ganache it s really really good just order ok you may continue but you re sticking around what else went dinner starter chickpea fritter expecting fry maybe i ve been spending too much time storm crow but pleasantly surprised by these hearty little ball snicker it s nice they full chickpea and garnish are great nice portion size would recommend oyster long they are fresh and shucked properly can you really f up oyster either way these lovely spagetti meat ball there s not multiple ball it s one ball but it s good ball i m not sure i d order again starter it s pretty hefty portion first course and quite heavy pasta cooked well duck ball tasty not mind blowingly but i d order again main salmon except they sold out salmon we subbed halibut with salmon side dining with veggie cassoulet stand out dish by far light and earthy dish around would order again when looking lighter dinner gnocchi with pea pesto pea puree pea shoot mushroom would actually pas one next time but think ruined myself by declaring my love acorn s gnocchi immediately before hit table tasty but there better thing in mix those mushroom however mmmmm drink oaken gin old fashioned order lavender spritzer pas stop ordering girly drink just not lot interesting going with one would nice brunch everything we had tonight cocktail only thing slightly lacking besides old fashioned nothing much else jumped out and give girl scotch cocktail would ya dessert lemon meringue parfait i m in love gorgonzola cheesecake close second rich but not too heavy super fresh berry blueberry lavender tart those seeking more traditional dessert not my favourite but would nice with tea not get much lavender off one though sweet bite we had chocolate macarons they pretty tasty but there are many people doing macarons now it s hard stand out safe bet lemon meringue parfait i m in love i m mentioning again service ninja status overall get lady strong balanced scotch based cocktail and you ll never rid total fan
Fable,no need go further just go seriously stop reading and get there already are you still fine price gourmet food it s supercalifragilisticexpialidocious service good bill murray s funny food you know best day in your life you can multiply by infinity and add one you can seriously order main dish and you ll happy camper seriously can t say enough good thing it s like hot sex in your mouth recommendation you must order lemon meringue parfait you re asshole
Fable,ate with my family visiting from ireland we shared our appies tuna can spagetti meatball strawberry salad chickpea fritter amazing chicken wing special best wing our main we had steak frites gnocci flavour town steelhead trout fish like butter we tried every desert and they amazing appies main desert cocktail bottle wine service best received in vancouver overall fantastic flavour well worth
Fable,pretty good food but bit pricey what you get flat iron steak excellent but my wife s pasta special had only mussel wine selection limited and you re looking reasonably priced bottle you ll need go elsewhere lemon meringue parfait excellent service excellent and knowledgeable staff made worthwhile evening
Fable,congratulation trevor bird and friend fable really lived up hype u nice see whole team working together and really putting their money where their mouth service top notch can say about star off because our version famed canned tuna extremely fishy like kinda grossed u out and yes we are sashimi people i m sure we just got bad batch also my steelhead really undercooked like lighter cooked side but bordering raw which wasn t appropriate particular dish perhaps my taste bud bit sensitive after fishy fishy tuna everything else chickpea fritter duck libation superb our table sucked first table directly in line with front door and freeeeezing whole dinner from draft pulling through but that s vancouver dining you guess ordered boozy hot apple cider yum counteract chill helped but would helped even more house since pretty obvious suffering thanks yelp letting reach my cheeky quota day anyways go fable just keep in mind vibe bistro not fine dining value driven menu thoughtfully reflects fact and you will happy
Fable,wow really extraordinary food and off chart wine list knew they had verdejo albari o grape wine in bc they are genuinely nice also our first impression wasn t correct and i m happy say
Fable,my lovely friend took out fable my birthday we told we could not make reservation we went pm get first come first served table actually we seated quite quickly that s good food very interestingly good especially canned tuna taretare chick pea frits slightly dry but still liked and trout juicy with my favourite kale side would been star but we asked move another table near end our meal really disrupted u server should told u from beginning our table only available pm least we knew awkward having get up move everything another table and get seated again most awkward part we got another server had no idea what s happening and offered u water again with menu we asked bill instead because we pretty much done eating by then awkward feel sorry second server not get tip but try give u good service and had clear our table after we left oh well
Fable,had brunch benedict with olive oil hollandaise with ham want try smoked salmon one next time would better in my opinion but still very nice scrambled egg fable brioche potato loved but others not excited with dish steak and egg potato rustic bread steak yes egg yes what can go wrong with steak and egg pulled pork johnny cake not my favourite but still pretty interesting idea pulled pork with pancake
Fable,i ve heard lot about fable and told by numerous people had get my butt in there finally had chance when had family coming in visit from sacramento we made our way there dinner tuesday and kind but not really surprised how busy one people in our party lot allergy milk nut our server awesome with describing every dish and which one stay away from also got chef make sure thing left off plate completely our table kid we shared appies and entree and pretty stuffed by end we ordered chickpea fritter best canned tuna must get and spaghetti and meatball appies entree we got salmon butcher s cut die and roasted duck breast price added up pretty quickly but one those place where it s quality over quantity and quality top notch
Fable,oh my gawwd my bestie and went brunch and shared farmer muffin and french toast and side bacon which small slab pork belly first when plate came out we disappointed by portion size but completely forgot about once we started eating muffin pepper jam blew my mind potato perfectly crisp and seasoned house made sausage moist and had great texture and perfect complement our next course which french toast what where you been my life i ve never had french toast like i m more waffle girl but man oh man delicious made with huge hunk brioche lightly battered with egg wasn t grossly soaked through and soggy in fact just side perfect topped with berry and whipped ecstasy with smear apple sauce not need maple syrup but that s personal preference atmosphere bit loud but decor cool and and food amazing price point affordable in regard your pocket book but absolute steal in regard quality can t wait come back dinner
Fable,got one best brunch i ve had in long time their brunch menu not extensive what they are made perfection sampled their pulled pork johnny cake really pancake and their fable egg with lardons cubed bacon and their rustic bread way they put their ingredient together superb johnny cake came with syrup side not need pulled pork just enough sweetness added create nice juxtaposition saltiness pork great job should also comment service received exemplary staff constantly refilling my coffee and water one time my coffee sitting there when asked warmup waitress instead went and got brand new cup coffee big brownie point because place popular expect long wait you go during busy period they not take reservation brunch also get bit noisy due number people stuffed into moderately sized restaurant but add level energy place not one those place where you go brunch stuff yourself with lot greasy filling food it s place where you leave with satisfied feel in your stomach and very happy taste bud
Fable,oh well you wanna try one best in vancouver go fable when come restaurant not care much about organic farm health based food since sometimes these concept make taste slightly blurry know should not place made far extreme they serve you very delicious french italian style dish they service very efficient and friendly they always their smile and you feel they take care you not because they expect tip but because they want you happy and enjoy food are not cheap but definitely worth visiting place rarely rate restaurant but these guy earned loved their rabbit and duck breast note also it s very difficult impress with good pasta dish since lived in italy long and i ve had best pasta dish over there but these guy made
Fable,food good but there not enough price service okay not excellent
Fable,great place brunch my bf and shared steak and egg and we also ordered side house made sausage black pepper jam super tasty and just about tasted great with everything portion steak and egg kind small but pretty delicious
Fable,starter recommended by waitress included corn bread chickpea fritter and octopus salad fritter dressed up burnt falafel with green and spicy chipotle type sauce cornbread ok octopus inedible and bitter tasting and four people out table downed their cutlery with one bite we left with bad taste in our mouth we sent back octopus our waitress bearer message from chef u said tell u tasted octopus and up his standard but they would take off bill our waitress made comment about u not being used taste octopus impression we got what would we know eaten octopus from bc italy france greece and mexico and never tasted bad like off our main course included special flank steak and gnocchi and these good however brown smear blackcurrant jam under beef not add pleasing presentation dessert disappointment custard with rhubarb pudding custard with uncooked raw rhubarb which cold tough and chewy deconstructed chocolate creme br l e in fact smear melted chocolate plate sprinkled with vegan salty bacon bit burnt oreo crumb salt and pepper yuck cheapest bottle sauvignon blanc will not returning
Fable,fantastic food yummy yummy in my tummy best part server will go great length explain food you please not interrupt him her when they are in process doing
Fable,foodz chickpea fritter curry mayo oh wow beet salad very bright and fresh could used touch more salt spaghetti and meatball can haz bowl just meatball and parm foam plz tomato soup spy grilled cheese crouton in middle bowl warmth and cozy yes halibut course dish order one i m least fond loved concept dish and fish nicely poached but onion in chowder still slightly raw and overpowered mussel also chowder actually luke warm which overall ruined dish fried bit top only bit texture and needed more boo milk poached chicken loved bit fried chicken with yum duck breast delicious dish well and duck cooked very nicely lemon meringue parfait holy hell come dessert tarragon ice cream banana lemon delicious it s magic yeah we ordered menu and yes most part amazingly delicious would recommend place anyone will back boozy brunch
Fable,had asparagus salad and smoked duck breast dinner nice and simple farm table meal food and service good and d cor restaurant very simple
Fable,love fable it s great comfort food with twist best tomato soup and grilled cheese sandwich in town
Fable,came with my cousin family meal and in great experience one top place in vancouver in my opinion lot variety we got variety dish including gnocchi hanger steak and sea bass very well thought out not skip famous tuna
Fable,my brother from ontario had awesome breakfast we enjoyed our meal and service top notch will definitely go again
Fable,after my last review fable sent gift certificate come back and give them another try past couple month i ve randomly tried make reservation which turn out just shy impossible and shown up pm dinner really early thought told they not room rest evening not oh we hour wait but literally no room rest evening place obviously very popular long story short called yesterday and somehow managed get reservation two celebrate my birthday with my mother here s my update we arrived and only thing we greeted with hi from hostess acted we had interrupted her in middle something maybe i m just being picky but more friendly greeting would been nice felt like had request seated rather than being offered pretty awkward way start off my fable experience ok maybe am just being picky moving noticed during my original visit decor really charming love open kitchen and whole notion farm table really fit well with my value menu change seasonally which really appreciate use fresh local ingredient thing can really support yay server seemed almost kind nervous i m not sure her first time first week something but she d obviously forgotten feature entree and ran off go double check and come back tell u after quick look menu clear what we wanted chickpea fritter steak frites and p gnocchi with pork belly and lot water wash chickpea fritter star meal they flavourful ingredient balanced each out well and my mum and just could not get enough would liked those fritter my main course steak frites came medium just ordered and really tasty my mum really enjoyed got p gnocchi with pork belly very flavourful homemade gnocchi delicious and flavour well represented find when finishing my plate had lot more gnocchi than pea shoot pea puree ricotta tomato would liked more balance pasta and ingredient there another little mix up with our bill server seemed really thrown when we gave her gift certificate but managed calculate our bill by hand with calculator however we brought back our change in larger bill we not cash leave tip we asked smaller change said she d find but never came back went up cashier ask again said still trying find minute since receiving our bill and paying we gave up and left what restaurant not till full change pm monday take minute pay your bill and try tip your server we chase staff pay restaurant overall food delicious and reviewing just food place would get star however even visit front house staff seemed really awkward about bill using till and greeting door service just not what expect when i m paying dinner price point restuarants like lupo and season in park those are restaurant provide exceptional service you expect when splurging nice dinner out higher end restaurant fable price point just seems lacking in department money spent place like you really expect whole package and experience dining nice restaurant not sure will returning time soon sorry fable
Fable,went brunch and delicious not know what kind black magic they use their egg but they best egg i ve ever tasted there big lineup come in and no wonder food awesome ambiance super pleasant and staff great one thing bothered sometimes they bit too eager and there more than one person asking u we needed anything swear one point within span minute our coffee got refilled time by three different people many punchline ruined and conversation interrupted maybe having just one person serving table would work better in case i d definitely come back try their lunch and dinner menu probably best brunch i ve had in vancouver and i ve had many
Fable,wow expensive lunch salad cost food good and tasty but wouldnt come again since there are many option in area
Fable,full review click link http befoodstar wordpress com fable kitchen
Fable,we eaten several time food amazing said we can t figure out which better food service front house staff made each experience fable truly memorable can t wait our next opportunity go back
Fable,we had another excellent meal fable our anniversary our server incredibly friendly and knowledgable about food and able answer our question appetizer we had bread and stuffed zucchini blossom which special they excellent we also had duck meatball with parmesan foam die definitely must main we had steak and pork excellent we too full after dessert next time can t wait come brunch hopefully sometime in near future
Fable,driven past place not know how many time but finally made my way inside am kicking myself not been sooner food solid we shared egg scramble and oatmeal but service exceptional you can see everyone been trained spot empty cup dirty plate and help with question promptly and graciously definitely new regular brunch spot
Fable,awesome place loca vores craving something fresh and bit unique very laid back rustic atmosphere perfect concept and neighbourhood had halibut with polenta and chorizo bouillabaisse my server very helpfully informed parsley crust supposed coat halibut contained flour binder but able make meal gluten free by eliminating crust and saut ing fish with lemon salt and pepper instead everything perfectly cooked and absolutely delicious we shared gorgonzola cheesecake with pickled strawberry dessert because only gluten free dessert option i m not huge fan cheesecake and gorgonzola taste bit strong in context dessert but really enjoyed pickled strawberry would nice they added additional gf dessert option service excellent and cocktail we tried also wonderful excellent food and service and definitely worth return visit
Fable,went lunch and thoroughly impressed food fresh and light and they seem understand lot people prefer meat and veg these day carbs and grain restaurant can plan and accommodate simply doing their job leader in food and hospitality black mission fig brilliant way start meal light thoughtful addition and aesthetically pleasing had duck confit salad which suspected incredible my date had grilled cheese which cannot comment but ate whole thing also ordered side pulled pork her sandwich admittedly they could work their bbq sauce tasted more like top my mom s old meatloaf which isn t bad and le like proper southern bbq sauce good time fable got second date
Fable,booked open table reservation pm arrived pm with my grandmother visibly struggle walk even with human help and cane restaurant said they not open yet and could not allow u go in asked we could enter and just allow her sit and restaurant employee said no another pedestrian happened walked by and ask u they really just wow terrible am giving two star because when we enter later after waiting outside minute experience very good we invited go again and service and food great they very accommodating picky eater and foodie thank you
Fable,one my favourite restaurant in city menu change but i ve gotten duck steak frites and pork chop special separate occasion and i ve loved every time canned tuna with albacore tuna lemon and fingerling potato cooked in small mason jar sou vide and served with crostinis die must try
Fable,one best french toast i ve ever tried we sat bar and got watch action
Fable,super interesting and lovely veeeery pricey though
Fable,delicious food creative dish friendly service we had beef special day duck gnocchi and sausage wrapped pork decent serving size we not need appetizer dessert mixed drink weak beer good we went ice cream place block dessert
Fable,lucked out sunday brunch in we just missed big line up food very well done and special caesar pretty good too not sure worth price though very busy place our food came out in timely manner and we never felt forgotten by our server plus there not too much noise from table which made conversing much better
Fable,place fantastic mussel phenomenal duck meatball very rich and delicious had stiletto beef special and heirloom salad delicious server claude made experience even better will back and highly recommend
Fable,great location started with corn bread and butter fantastic start then roasted duck fab my wife had lamb and brilliant we had our daughter with u misbehaving but staff came through help entertain they supplied colouring book and toy and really made our visit enjoyable love place like with great food and great service and staff and really great ambiance very creative menu with distinct and enjoyable flavour we will return
Fable,love restaurant food amazing simple menu change often but you can always sure whatever they offer going delicious great wine list with even better price something everyone staff friendly and definitely passionate about food you can tell they love working there dinner and brunch are excellent highly recommend
Fable,foodie and food network geek will love menu service and even atmosphere cater passionate food lover entire service team helpful appearing take pleasure in explaining each plate and welcoming and question thrown their way fable made people live eat menu not radical departure from typical west coast canadiana but there are enough twist playful flavour combination and texture keep eater interested through every bite beef tartare come liberally dressed in sour cream based sauce fun play much loved sour cream and onion chip when paired with house fried potato chip oyster with pickled horse radish and citrus segment phenomenal and stand out dish night followed closely by gorgonzola cheesecake end evening print menu interesting and i m sure would not disappoint but ordering off chalk board updated very regularly am told where time playful food geek side chef trevor bird overpowers simplicity farm table menu but passion and creativity brings shine through making consistently interesting and exciting plate every bite unique in flavour and texture real pleasure eating fable sure everyone may doing farm table food these day but fable very well eating your thing go fable and enjoy
Fable,fantastic brunch and best service i ve had in vancouver in year keep up
Fable,tl dr get duck breast risotto and chickpea fritter place recommended by server heirloom told helped conceptualize acorn heirloom and fable from farm table and must try gathered bunch my girlfriend and we gave try i ve been back twice since course before going looked up yelp see what type review they getting and impressed duck seemed star and having never had before that s what got since there few u around table we ordered many item and shared my thought chickpea fritter amazing and well dressed just wish there more plate canned tuna perfect size not best sharing because you ll want lick out jar beet salad nothing write home about pumpkin risotto creamy flavorful generous portion duck breast like said my first time eating duck and now thanks fable am hooked crispy and tender and just melted in my mouth came with silky braised red cabbage tender parsnip and perfectly crunchy duck confit croquette duck and risotto highlight my night every time went loved place enough want try their lunch and their weekend brunch last but not least huge they take reservation
Fable,had great service but food not meet expectation special braised beef delicious but bit over cooked salmon tasteless had no sauce and undercooked and translucent dish promised humus but when food came mustard humus not fan fingerling potato undercooked well plain noodle our child very limp and smashed together not al dente requested
Fable,hand one my favorite breakfast place come in vancouver food always fresh and staff are friendly egg benedict are awesome
Fable,fable tucked in middle street and you can easily miss discreet entrance you aren t looking came monday and place packed o clock reservation are definitely must we had feature deep fried duck platter included neck gizzard and leg portion really huge and well worth price however dish bit greasy and not crispy enough our main course included duck breast and steak frites dish cooked perfection and accompany sauce each dish great match dessert we had s more modern take camping classic not too sweet and addition ice cream nice contrast warm marshmallow
Fable,had special bread day cornbread with cinnamon butter omg good would go back just cocktail and salmon had also great
Fable,fable fabulous everything tuc aspires and fails day s focaccia with garlic butter marvel texture salt sweet smoked duck remarkable pea mash mint creme fraiche pickled shallot great symphony whole very much more than sum it part only thing wasn t totally clear gnocchi which not seem much in dish support their blank canvas lamb sausage and halibut in unexpected but wonderful tomato based sauce with fennel spicy rich light many goal balanced in one server suggested excellent wine pairing dessert lemon meringue earl grey ice cream parfait surprisingly meringue lemon well lemon curd perfect ice cream not particularly noticeable earl grey but crumble crust insight delightful
Fable,duck delicious chorizo muscle exceptional tuna in can good although not good expected steak frites delicious pork loin ok decor and atmosphere are lovely chandelier unique service very friendly and prompt
Fable,one sunny day in city husband said his wife let s go out nice breakfast nice we ll call brunch they had heard place called fable in enchanted village kitsilano fable known it mystical way with local bounty land they traversed city reach it door first thing they noticed kitchen not hidden away but right up front where everyone can see chef working their magic too tall shelf filled with mason jar containing preserve and jam beyond door dining room filled with happy looking people dressed in local costume fleece and flannel and curiously large glass and lo and behold table two awaited because taboo order thing restaurant husband chose french toast and wife scrambled egg with wilted spinach and bacon french toast had blueberry and syrup and when offered her bite said tasted like muffin and pancake had lived happily ever after scooped up fluffy egg and their parmesan foam topping from wee mason jar served in saving bit brioche soak up juice which not slather with wild blueberry bay leaf jam server smiled indulgently brought around frequent coffee refill and with check complimentary fresh house made cooky with white chocolate and raisin they very very full and walked very very slowly admiring delight village such community garden just block away and remembering warmth fable and worked there there lesson eat well and happy
Fable,came lunch had cocktail named something something rose great had beef burger and fish burger taste great daily special chicken wing are amazing with sweet and sour taste tomato soup too heavy though gonna come back and try their dinner sometime
Fable,love place very friendly staff and great food try appetizer we loved pasta
Fable,cute find i ve heard great thing about fable and dying go went there dinner and told how great their canned tuna decided starter unfortunately wasn t big fan had strong fishy after taste entree order steak fritter can go wrong with steak moist and delish found fry little salty but good well friend order their special can t remember name but rabbit dish much wanted try dish could not seemed lot going but friend very much enjoyed dish portion generous price found reasonable restaurant around th ave love ambiance restaurant wasn t able try famous lemon merengue we too full but am definitely going back try
Fable,easily my favourite restaurant in vancouver exceptional service delicious menu and real homey feeling pair perfectly with style cuisine could not recommend fable higher no wonder well reviewed star
Fable,ate march excellent we had special hamachi kama yourself lettuce wrap with pickle and kimchi and yummy sauce entree octopus fava puree with radish amazing and exciting and fun even asked cocktail made up sitting there thinking and they made not miss fable make reservation we got lucky you want really enjoy something different
Fable,three three fable i ve had pleasure two amazing feast fable summer and one helluva good hangover brunch well absolutely perfectly executed every time nothing genius write just hope new standard vancouver restaurant like seeing kitchen up close with action literally your fingertip say lot about fable they are willing pretty much show their guest anything and everything with how they prepare your meal take lot confidence allow kind access and they pull off seamlessly keep up fable you rock oh and thanks bailing outta hangover couple week back curse you open bar wedding
Fable,epic brunch johnny cake with pulled pork stunningly good and daily special donut best donut i ve ever had and i ve had my share
Fable,fantastic meal in vancouver catch cruise cozy and not too loud waitress amazing wish remembered her name attentive but we never felt rushed everything we ate delicious wine recommendation local perfect match they even helped stupid tourist figure out how get taxi back our hotel wish place in nyc i d there every night
Fable,service exceptional price reasonable honest it s about service service service it s refreshing find place which well in department one our daughter had big kid breakfast and had thick cutter bacon not fair we ordered chocolate glazed donut well which highlight steak and egg cooked well and breakfast smoothie something you should try food wonderful it s not point exquisite but it s very nice worth coming
Fable,milkshake are must fable diner they re large portion can fun just pop over these food always great highly recommend restaurant
Fable,one restaurant in vancouver will miss now no longer live in area
Fable,great service nice food and unique flavour like corn bread and pulled pork gnocchi compare with flying pig in town food more fun and interesting
Fable,restaurant should lesson restauranteurs out there service amazing their commitment quality food unbelievable when one our apps went back only half eaten they took notice and without u even asking they offered comp due being undercooked i ve been restaurant before where you aren t satisfied with your meal they ll comp but never been restaurant where they keep eye how much food left plate outstanding chef and staff really want you best dining experience they can offer and they deliver only reason i m not giving star drink tasty are weak and pricey said weakness their dessert also leave bit improved upon we ordered three and they either too sweet not sweet enough addition dessert specialist their staff may in order quick breakdown our meal halibut incredible short rib special outstanding duck liver pate app delicious drink tasty but light dessert sweet and not sweet in summary their chef know how cook kick as meal their staff should teaching everyone in vancouver how run restaurant and you go fable you will one best dining experience are offered in vancouver i d put them up next forage and bishop that s how good they are
Fable,food everyone greatly enjoyed their meal thought few dish could had bit more punch them but beautifully arranged and fairly priced service service prompt and always there when needed but not overbearing however certainly not love skate shoe flannel and jean our server wearing not usually care attire but when you dress like you re rolling out bed go show lack care respect your clientele absolutely no different then how you plate food you wouldn t expect them slop food plate should service staff get away with looking like room very very cramped hot space know that s what most vancouver these day but not like being treated like i m being shoved into room with many body they can possibly fit
Fable,one my favourite place eat in vancouver food ambience are great service variable sometimes excellent sometimes little bit aloof but always polite make sure you book in advance evening dinner and prepared line up weekend brunch we enjoyed spaghetti meatball well should meatball singular it s one tasty moist duck meatball roast chicken duck breast and mussles there are sometime great find daily special board like roast pork share family style dessert are ok taste good but nothing special sitting bar next kitchen can quite fun watching chef prepare food during busy service they changed up menu more frequently i d eat even more often highly recommended
Fable,place more farm table you d walking through bullsh t from most innovative cocktail alcoholic and non extensive bc wine list menu just big enough but laden with creativity and goodness and staff helpful knowledgeable and friendly and easy paleo nice bar out front great mix patron without doubt one best meal we ve ever had
Fable,delicious food and amazing service always place can get super busy make sure get there early make reservation well in advance yummmmmmy i ve been least time and never ever get sick they always new lunch and dinner meal however my faves indeed flat iron steak and canned tuna mouth watering also make feel special my server always remembers even after long visit in keep up team fable you guy rock
Fable,great weekend brunch and dinner service excellent and staff friendly and attentive
Fable,fable kind suffers problem portion size and flavor complexity canned tuna canned tuna something they pitch where come in mason jar it s good gnocchi gnocchi pretty fresh but meal find hard recommend stand alone just seems kind odd eat just eat potato type dumpling meal potato crusted chicken good dish overall just kind think fable not give enough food their portion you are going small portion like fancy food they up your flavor complexity with more layer and depth food okay and good but not great and not bad just ok yelp say suppose
Fable,came with five friend long weekend getaway vacation research and fable sounded good well i m happy say exceeded expectation food outstanding starting with bread not simply couple roll placed table but rather awesome freshly baked sourdough bread from there everything continued delight especially gnocchi also national caesar day and fable s are sooo good service exceptional too and atmosphere great bottom line i m ever back in vancouver i m coming back restaurant
Fable,fable stand farm table and their name truly reflective their value first encountered fable in google search when looking way commit eating ethically sourced meat contacted fable ask them where they purchased their product from and blown away by amount information they provided with these guy are truly commited buying most ethical meat response recieved from their awesome team we are restaurant you exactly what we are about we get much our meat from two river since they are very transparent about source their animal and we know farm they source from treat their animal well and welcomed u inspect their facility most our pig we get from walter and we know them their name we still keep our first pig s skull top our preserve cabinet ralph sorry too morbid am glad you asked where we get our meat and produce from heart our farm table concept our veggie and green are also local trevor instramental in helping local garden get going allows u keep local and natural beyond ethical component food exceptional and they are always offering uo great daily special service always been great and room includes very cool decor love fable
Fable,saw place yelp and thought yes fresh local ingredient i m sucker sort thing well dish are pricey and seems main seasoning they use sea salt although they replaced my dish only after much coaxing and detailed in depth explanation their pumpkin risotto bland too creamy too salty and what make you think pesto go with not sir no sir not waitress genial which nice but overall menu option limited overpriced and cooking done by amateur looked like they hired kitchen staff from ubc s pit pub something no probably won t back
Fable,good not great canned tuna good but not spectacular chickpea fritter dry but had delicious sauce and pickled red onion lentil ragout worst out three lentil dish i ve had lately note two amazing best part meal salted almond chocolate bark came with our dessert
Fable,brunch year ago and good but not blow my mind came back dinner time around and loved my partner bunch food sensitivity and staff really awesome about we got two starter chickpea fritter sorta falafel topped with pickled onion watercress and curry mayo and best canned tuna albacore poached in olive oil cherry tomato potato lemon rind they pretty tasty we also split special which peace river lamb rack and house made merguez bed spaetzle mixed in with finely chopped kale and drizzled with rich tasty sauce speckled with mustard seed they actually served spaetzle side accommodate my partner s food sensitivity lamb cooked perfectly medium rare although could used tiny touch more salt merguez tasty and spaetzle like chowing million tiny fluffy pancake delightful personally think place chambar beat hand
Fable,vacation with my family party but only went dinner from san diego and found place yelp we needed place would accommodate large party last minute from moment made call over phone time we left service great and definitely place would come back regularly we from food not disappoint think we ordered more than half menu and great would post picture but we ate before we could even think take pic and since they knew we from out town they gave u recommendation great food stop hand best experience overall
Fable,place even better than advertised flavor well thought out and paired together perfectly with subtle unique twist really get you thinking about ingredient well conceived dish expertly carried out and service amazing entire staff helpful intelligent and friendly place vancouver must
Fable,okay like everyone else i ve heard hype about fable believe sister restaurant campagnolo and like place showed up friday night with no reservation not expect get seated night but thought least there could slim possibility my party two could wait bar table nothing doing restaurant full bar also full okay popular good them now here s irritating part ditsy hostess actually suggested with straight face we stand entrance minute estimated would take get seat bar even though next table wouldn t available there s one thing irritates it s when restaurant get opinion themselves in cloud and they are doing mankind huge favour by simply being open well vancouver there are hundred spectacular place eat and fable will not one them and high opinion they themselves now may borrowed time because restaurant not sustain level success not hope their failure but they re kind setting themselves up hard landing had issue with chambar few year ago and not been back since chambar doing fine hear and that s great them but can t bothered with these hoity toity attitude spoil my appetite hence star
Fable,having moved kitsilano not too long ago just say neighbourhood favourite and one always recommend out town visitor absolutely delicious upscale comfort food and good vibe round make reservation you get lucky you can walk in and sit bar
Fable,we are big group from san diego and we chose restaurant based in review we enjoyed their friendly service and interesting entree and dessert staff gave u number recommendation help u our vacation kiss from rose drink really good we ate slow cooked salmon served with clam and asparagus and pea soup mixture delicious highly recommend place
Fable,went in lunch today and food and service great we had chickpea fritter tuna salad and lunch special which breakfast sandwich our server there when we needed her and our water always topped up will definitely back try more dish love farm table concept they
Fable,i ve been looking forward trying place love atmosphere and decor our server great and really helpful we started off with tomato soup little grilled cheese in middle incredible kitchen slammed with order they brought u salad house which thought really nice them sea bass ordered great fingerling potato came with amazing oops dropped dessert dessert delicious and fun really loved food and could go describing but that s job better left taste bud care and love shown by staff really cut and one reason very strongly recommend restaurant we really appreciated chef making personal recommendation vegetarian dish and coming our table express his care and passion extraordinary food will definitely returning
Fable,another place feel like i m being hard fable because there much great but place like should quality cocktail least decent one based earlier review describing problem fable just hasn t bothered make wonder about quality their wine list good and great special appetizer cheese cornbread very good wasn t super rich and wasn t dry cheese wasn t overwhelming and jalapeno whipped butter worked well with chickpea fritter are incredible combination fritter with house made mayonnaise and pea shoot think with pickled onion wow trout also amazing just made open faced sandwich with leftover and still amazing worth price except may ruined lesser fish dish my husband enjoyed lentil ragout lot though thought too salty service consistently very good bad cocktail very disappointing we ordered two off menu old fashioned made with victoria gin s aged gin and forget name but ingredient started with wiser s deluxe whiskey and ended with giffard s pomegranate we also had manhattan they bad and them seemed uninformed old fashioned drink are whiskey drink knew ordering one with aged gin would experimental might not my favorite and would okay would been except looked like take old fashioned served before people remembered it s supposed simple drink had orange slice and maraschino cherry and very sweet wiser s drink wiser s deluxe okay canadian whiskey still drink sounded interesting menu started promisingly with grapefruit garnish nicely done but drinking like drinking pomegranate syrup no balance barely sense whiskey ingredient and course small not complain when dislike something matter personal preference only rare occasion when it s clear something went drastically wrong corked wine taste like someone spilled salt my dish etc but bad when waitress asked how cocktail we actually said something great and offered take off bill and replace with something else my husband asked manhattan generally safe drink like worst manhattan either u tasted in long time and time i m including what got from open bar recent conference reception vancouver great bar and it fine restaurant tend take their cocktail seriously maybe they serve mostly wine and beer and specialized cocktail offering with small selection bottle and specific drink maybe they find someone really know world cocktail run their bar either way they use quality ingredient know what classic drink should look and taste like and work make sure their house cocktail are good and maybe even interesting seems fable need take advantage resource town there are interesting bottle behind it bar but wonder there s anyone would know what with them and there even basic drink darn bad
